title,artist,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
Never Be Like You,Flume Featuring Kai,2024-01-20,0.444,0.557,0,-5.476,1,0.0602,0.453,0.0,0.152,0.296,115.058,spotify:track:5WI2ltQIdwgzf1SNE76JyR
Throw Back,DJ Waaa,2024-01-20,0.925,0.625,5,-9.525,0,0.146,0.427,0.0722,0.115,0.489,125.966,spotify:track:1g7DyxIOlolZDI8zbFs49V
Better Place (Family Harmony),"Justin Timberlake, Eric Andre, Daveed Diggs, Kid Cudi, Troye Sivan, Anna Kendrick & Camila Cabello",2024-01-20,0.456,0.459,4,-8.16,0,0.0811,0.475,0.0,0.0861,0.211,116.049,spotify:track:7ELtAKka2YiZRclp70wZ6F
Dangerously In Love,Beyonce,2024-01-20,0.609,0.407,6,-8.026,1,0.0808,0.345,0.0,0.19,0.459,99.982,spotify:track:0KFuXEdOp5QfIfxHR6TJSm
Act II: Date @ 8,4Batz Featuring Drake,2024-01-20,0.55,0.545,0,-9.304,1,0.163,0.318,0.0,0.0608,0.412,102.469,spotify:track:3QS9ZCtoSCJhmaJ7QNXSAS
No More Excuses,Dstarbo,2024-01-20,0.591,0.685,10,-8.345,0,0.423,0.407,3.08e-05,0.316,0.335,140.018,spotify:track:2GesJ75Jh0xT2rR4RJl7bw
No Bars,JT,2024-01-20,0.906,0.652,7,-6.529,1,0.271,0.00953,0.0,0.344,0.262,95.03,spotify:track:36GEUBKW7fgKGv7vY4KpsB
Hooligang,Joey Valence And Brae,2024-01-20,0.707,0.947,1,-1.192,1,0.275,0.00878,7.79e-05,0.366,0.738,94.932,spotify:track:0lwkzF4dDxLp8HMVSQjpFf
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,2024-01-20,0.546,0.667,1,-5.236,1,0.274,0.0152,0.0,0.0895,0.471,87.666,spotify:track:7DTlsMOQjGysXHpwwpHuPl
Those Eyes,New West,2024-01-20,0.594,0.348,4,-8.297,1,0.0285,0.709,2.12e-05,0.317,0.248,120.048,spotify:track:2psRActEWsTlYYd7EDoyVR
Misty,Lesley Gore,2024-01-13,0.534,0.256,0,-13.291,1,0.0277,0.83,4.49e-05,0.206,0.475,97.742,spotify:track:2exbololsmP1XM2gmBEvAW
Everybody,Nicki Minaj Featuring Lil Uzi Vert,2024-01-13,0.737,0.774,11,-5.525,0,0.257,0.0262,0.0,0.238,0.428,137.959,spotify:track:5ZJGv7aGdIr9IGpxzSG18T
Sky,Playboi Carti,2024-01-13,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,spotify:track:29TPjc8wxfz4XMn21O7VsZ
My Love Mine All Mine,Mitski,2024-01-13,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Surround Sound,JID Featuring 21 Savage & Baby Tate,2024-01-13,0.574,0.567,7,-7.126,0,0.465,0.164,0.0,0.258,0.526,75.965,spotify:track:1udwFobQ1JoOdWPQrp2b6u
Let The Light In,Lana Del Rey Featuring Father John Misty,2024-01-13,0.335,0.44,9,-9.748,1,0.0275,0.385,0.00251,0.115,0.198,132.449,spotify:track:4qG7hWhljsqqENL5PaLA2z
Never Lose Me,Flo Milli,2024-01-13,0.781,0.569,1,-7.858,1,0.0978,0.0534,0.0,0.098,0.0739,121.971,spotify:track:2x2olWuWXpqjoeE4bO1NFS
Choose U (Clean Album Version),Project Pat,2024-01-13,0.728,0.66,4,-6.782,0,0.0398,0.0383,0.000803,0.277,0.57,155.615,spotify:track:7wTgBcrZqAZgu6ndVNVapN
FTCU,Nicki Minaj,2024-01-13,0.93,0.435,11,-6.694,1,0.202,0.0173,0.000287,0.117,0.227,144.978,spotify:track:1a73gcEg6h6Re6hHXoVltJ
Murder On The Dancefloor,Sophie Ellis-Bextor,2024-01-13,0.73,0.849,1,-5.281,0,0.0299,0.00234,2.57e-05,0.312,0.887,117.308,spotify:track:4tKGFmENO69tZR9ahgZu48
Cha Cha,Zeddy Will,2024-01-13,0.963,0.598,0,-6.414,1,0.27,0.139,0.0,0.0793,0.747,122.045,spotify:track:516v2eji9NjkmsYc9PErx4
Mr. Take Ya B*tch,Lil Mabu & chriseanrock,2024-01-13,0.614,0.574,11,-9.747,0,0.451,0.111,0.0,0.149,0.432,143.748,spotify:track:6591oPA9nKFawSWOcQcL8A
Margaret,Lana Del Rey Featuring Bleachers,2024-01-13,0.34,0.245,9,-13.352,1,0.0319,0.969,0.0992,0.0633,0.192,103.777,spotify:track:1o82DwNisONAd2mu1RcGE6
La Diabla,Xavi,2024-01-13,0.751,0.819,11,-4.372,0,0.0409,0.255,0.0,0.236,0.697,131.842,spotify:track:0R6NfOiLzLj4O5VbYSJAjf
Ya No Tengo Tu Love,Sie7e,2024-01-13,0.672,0.651,7,-6.955,1,0.0712,0.0874,0.00402,0.126,0.362,100.033,spotify:track:1koXGzfqMnrnb4M8FxOpWg
Lovin On Me,Jack Harlow,2024-01-13,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,spotify:track:4xhsWYTOGcal8zt0J161CU
A New Home,Frozen Silence,2024-01-13,0.278,0.0914,2,-18.493,1,0.0415,0.898,0.929,0.104,0.204,58.932,spotify:track:27kTnEC8NN93J66oxgY0fs
Pink Friday Girls,Nicki Minaj,2024-01-13,0.743,0.785,11,-5.154,1,0.0668,0.0713,0.0,0.107,0.192,127.014,spotify:track:44L2bY93uD65CEHWbozpx4
Something That I Want,Grace Potter,2024-01-13,0.554,0.824,5,-5.886,1,0.0496,0.0128,0.000802,0.451,0.963,168.956,spotify:track:3eR3lWuvQqOzhTn91nbRCa
Little Life,Cordelia,2024-01-13,0.507,0.0606,11,-15.605,1,0.0342,0.92,2.62e-06,0.111,0.173,130.629,spotify:track:51WRxaNJVQuXOBYUAmSzbf
Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,2024-01-13,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976,spotify:track:3hv6ndi7uFT9L9wrhQCsqY
Clocks,Coldplay,2024-01-13,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,spotify:track:0BCPKOYdS2jbQ8iyB56Zns
Solas x Interstellar,Gabriel Albuquerque,2024-01-13,0.234,0.077,9,-23.696,0,0.0445,0.985,0.924,0.0953,0.0765,74.955,spotify:track:3OgAnffMXh7IApdJKtuMYL
Greedy (Sped Up),Tate McRae,2024-01-13,0.736,0.68,8,-4.093,0,0.0368,0.234,0.0,0.103,0.71,122.101,spotify:track:6y6KaCid6AI0P5h8ozb0eZ
Confidence (Sped Up),Ocean Alley,2024-01-13,0.59,0.562,11,-9.607,0,0.0505,0.0637,0.0,0.105,0.561,140.835,spotify:track:7to68V64Cu6zk0UDo5tyw3
Hoist the Colours (Bass Singers Version),Bobby Bass,2024-01-13,0.287,0.298,1,-13.61,1,0.0326,0.62,1.87e-05,0.163,0.243,94.531,spotify:track:3uJ2QzZSpnNBvfhaI6CkQI
Ain't Gonna Answer,NLE Choppa Featuring Lil Wayne,2024-01-13,0.879,0.875,10,-1.868,0,0.18,0.0808,0.0,0.327,0.763,95.021,spotify:track:2NV0mpU5YbyJXydzYPgw5O
That's My Best Friend,Tokyo Vanity,2024-01-13,0.965,0.662,0,-7.054,1,0.125,0.0395,0.000652,0.294,0.713,116.007,spotify:track:56TmDxLFVk9FBLuEfqLIkR
Turn Gold,Carter Lee,2024-01-13,0.735,0.862,10,-4.674,1,0.0429,0.0571,0.0567,0.17,0.924,125.014,spotify:track:1UZ5KITcMvGsN503fbgDpy
Better Place (Family Harmony),"Justin Timberlake, Eric Andre, Daveed Diggs, Kid Cudi, Troye Sivan, Anna Kendrick & Camila Cabello",2024-01-13,0.456,0.459,4,-8.16,0,0.0811,0.475,0.0,0.0861,0.211,116.049,spotify:track:7ELtAKka2YiZRclp70wZ6F
Nothing's New,Rio Romeo,2024-01-13,0.421,0.394,11,-8.312,1,0.0277,0.863,4.74e-06,0.0984,0.399,96.192,spotify:track:0EF1EE8zusg3Y869e56JFd
Agora Hills,Doja Cat,2024-01-13,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,spotify:track:7dJYggqjKo71KI9sLzqCs8
Swimming Pools (Drank),Kendrick Lamar,2024-01-13,0.693,0.445,8,-5.892,1,0.257,0.00625,0.000234,0.0899,0.199,74.044,spotify:track:6REbwUNlppTfcnV4d4ZoZi
Runaway,Kanye West Featuring Pusha T,2024-01-13,0.591,0.847,1,-8.262,0,0.0541,0.0262,0.776,0.0597,0.233,174.022,spotify:track:0HdQ1ziXFCx0B1q7ZRa4PL
Monaco,Bad Bunny,2024-01-13,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,spotify:track:4MjDJD8cW7iVeWInc2Bdyj
Bed Peace,Jhene Aiko Featuring Childish Gambino,2024-01-13,0.628,0.566,6,-7.811,1,0.0575,0.269,3.67e-05,0.135,0.299,119.859,spotify:track:5Ck3e6z1bcSCes5gdo0Ddt
Practice,Drake,2024-01-13,0.446,0.239,1,-15.327,1,0.0876,0.574,7.76e-05,0.12,0.31,104.675,spotify:track:0jF2AdhsalO1L7KkhK4LE5
Tumblr Girls,G-Eazy Featuring Christoph Andersson,2024-01-13,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,spotify:track:4Fv6wNYUixnYkj3Dgfrls8
i miss your warm hands,i don't like mirrors,2024-01-13,0.75,0.165,4,-21.222,1,0.204,0.963,0.968,0.112,0.0522,132.641,spotify:track:5Mu5BFHb4vFS5cw0hbDICV
Where Is Smiley?,Serani Poji,2024-01-13,0.639,0.941,1,-3.735,0,0.0428,0.0885,0.00198,0.165,0.963,169.987,spotify:track:0XgoXio6L2d5tFhIq0K0ty
Stargazing (Slowed + Reverb),Marcelo De Carvalho,2024-01-13,0.417,0.186,6,-22.258,1,0.0324,0.933,0.935,0.121,0.0383,98.65,spotify:track:32zs7RgI4E3SM1r7U4hEMI
Slipping Through My Fingers,Declan McKenna,2024-01-13,0.519,0.118,7,-17.093,1,0.0435,0.895,0.00106,0.127,0.216,120.843,spotify:track:6ZDAwdhazkWaqEDk0bj1OU
Luces Tenues,Anuel AA,2024-01-13,0.762,0.819,7,-3.264,0,0.0483,0.494,0.0012,0.105,0.696,92.988,spotify:track:15GcuHNJMf7LqwpU3N4Puw
Hell N Back,Bakar Featuring Summer Walker,2024-01-13,0.64,0.673,5,-4.519,0,0.563,0.288,2.15e-06,0.113,0.736,209.942,spotify:track:0jcw8cJf3TNMZN0BXlueML
Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,2024-01-13,0.624,0.796,6,-5.413,0,0.169,0.0541,0.0,0.258,0.704,145.212,spotify:track:1TgStpMGTflN84asKJ8VU3
All I Want For Christmas Is You,Mariah Carey,2024-01-13,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,spotify:track:0bYg9bo50gSsH3LtXe2SQn
Happiest Year,Jaymes Young,2024-01-13,0.502,0.168,1,-14.061,1,0.0486,0.885,0.0,0.111,0.355,112.881,spotify:track:219slQu3ALbTSAe9P22hvE
Dangerously In Love,Beyonce,2024-01-13,0.609,0.407,6,-8.026,1,0.0808,0.345,0.0,0.19,0.459,99.982,spotify:track:0KFuXEdOp5QfIfxHR6TJSm
No Bars,JT,2024-01-13,0.906,0.652,7,-6.529,1,0.271,0.00953,0.0,0.344,0.262,95.03,spotify:track:36GEUBKW7fgKGv7vY4KpsB
One Of The Girls,"The Weeknd, Jennie & Lily Rose Depp",2024-01-13,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW
All I Want For Christmas Is You,Mariah Carey,2024-01-06,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,spotify:track:0bYg9bo50gSsH3LtXe2SQn
Last Christmas,Wham!,2024-01-06,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,spotify:track:2FRnf9qhLbvw8fu4IBXx78
Misty,Lesley Gore,2024-01-06,0.534,0.256,0,-13.291,1,0.0277,0.83,4.49e-05,0.206,0.475,97.742,spotify:track:2exbololsmP1XM2gmBEvAW
Everybody,Nicki Minaj Featuring Lil Uzi Vert,2024-01-06,0.737,0.774,11,-5.525,0,0.257,0.0262,0.0,0.238,0.428,137.959,spotify:track:5ZJGv7aGdIr9IGpxzSG18T
My Love Mine All Mine,Mitski,2024-01-06,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Surround Sound,JID Featuring 21 Savage & Baby Tate,2024-01-06,0.574,0.567,7,-7.126,0,0.465,0.164,0.0,0.258,0.526,75.965,spotify:track:1udwFobQ1JoOdWPQrp2b6u
Let The Light In,Lana Del Rey Featuring Father John Misty,2024-01-06,0.335,0.44,9,-9.748,1,0.0275,0.385,0.00251,0.115,0.198,132.449,spotify:track:4qG7hWhljsqqENL5PaLA2z
When We Were Young,Adele,2024-01-06,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,spotify:track:7GgWAITsYJaRM3r50rfh5w
FTCU,Nicki Minaj,2024-01-06,0.93,0.435,11,-6.694,1,0.202,0.0173,0.000287,0.117,0.227,144.978,spotify:track:1a73gcEg6h6Re6hHXoVltJ
Lovin On Me,Jack Harlow,2024-01-06,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,spotify:track:4xhsWYTOGcal8zt0J161CU
Margaret,Lana Del Rey Featuring Bleachers,2024-01-06,0.34,0.245,9,-13.352,1,0.0319,0.969,0.0992,0.0633,0.192,103.777,spotify:track:1o82DwNisONAd2mu1RcGE6
Something That I Want,Grace Potter,2024-01-06,0.554,0.824,5,-5.886,1,0.0496,0.0128,0.000802,0.451,0.963,168.956,spotify:track:3eR3lWuvQqOzhTn91nbRCa
Never Lose Me,Flo Milli,2024-01-06,0.781,0.569,1,-7.858,1,0.0978,0.0534,0.0,0.098,0.0739,121.971,spotify:track:2x2olWuWXpqjoeE4bO1NFS
Cha Cha,Zeddy Will,2024-01-06,0.963,0.598,0,-6.414,1,0.27,0.139,0.0,0.0793,0.747,122.045,spotify:track:516v2eji9NjkmsYc9PErx4
Rockin' Around The Christmas Tree,Brenda Lee,2024-01-06,0.598,0.47,8,-8.744,1,0.0496,0.617,0.0,0.505,0.879,67.086,spotify:track:2EjXfH91m7f8HiJN1yQg97
La Diabla,Xavi,2024-01-06,0.751,0.819,11,-4.372,0,0.0409,0.255,0.0,0.236,0.697,131.842,spotify:track:0R6NfOiLzLj4O5VbYSJAjf
Feliz Navidad,Jose Feliciano,2024-01-06,0.513,0.831,2,-9.004,1,0.0383,0.55,0.0,0.336,0.963,148.837,spotify:track:0oPdaY4dXtc3ZsaG17V972
A New Home,Frozen Silence,2024-01-06,0.278,0.0914,2,-18.493,1,0.0415,0.898,0.929,0.104,0.204,58.932,spotify:track:27kTnEC8NN93J66oxgY0fs
Mr. Take Ya B*tch,Lil Mabu & chriseanrock,2024-01-06,0.614,0.574,11,-9.747,0,0.451,0.111,0.0,0.149,0.432,143.748,spotify:track:6591oPA9nKFawSWOcQcL8A
i miss your warm hands,i don't like mirrors,2024-01-06,0.75,0.165,4,-21.222,1,0.204,0.963,0.968,0.112,0.0522,132.641,spotify:track:5Mu5BFHb4vFS5cw0hbDICV
Nothing's New,Rio Romeo,2024-01-06,0.421,0.394,11,-8.312,1,0.0277,0.863,4.74e-06,0.0984,0.399,96.192,spotify:track:0EF1EE8zusg3Y869e56JFd
Boss Ass Bitch (Remix),Nicki Minaj & PTAF,2024-01-06,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,spotify:track:3hlksXnvbKogFdPbpO9vel
Hoist the Colours (Bass Singers Version),Bobby Bass,2024-01-06,0.287,0.298,1,-13.61,1,0.0326,0.62,1.87e-05,0.163,0.243,94.531,spotify:track:3uJ2QzZSpnNBvfhaI6CkQI
That's My Best Friend,Tokyo Vanity,2024-01-06,0.965,0.662,0,-7.054,1,0.125,0.0395,0.000652,0.294,0.713,116.007,spotify:track:56TmDxLFVk9FBLuEfqLIkR
Agora Hills,Doja Cat,2024-01-06,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,spotify:track:7dJYggqjKo71KI9sLzqCs8
Runaway,Kanye West Featuring Pusha T,2024-01-06,0.591,0.847,1,-8.262,0,0.0541,0.0262,0.776,0.0597,0.233,174.022,spotify:track:0HdQ1ziXFCx0B1q7ZRa4PL
Sleigh Ride  (PhatCap! Trap Remix),The Ronettes,2024-01-06,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ
Ain't Gonna Answer,NLE Choppa Featuring Lil Wayne,2024-01-06,0.879,0.875,10,-1.868,0,0.18,0.0808,0.0,0.327,0.763,95.021,spotify:track:2NV0mpU5YbyJXydzYPgw5O
Greedy (Sped Up),Tate McRae,2024-01-06,0.736,0.68,8,-4.093,0,0.0368,0.234,0.0,0.103,0.71,122.101,spotify:track:6y6KaCid6AI0P5h8ozb0eZ
Pink Friday Girls,Nicki Minaj,2024-01-06,0.743,0.785,11,-5.154,1,0.0668,0.0713,0.0,0.107,0.192,127.014,spotify:track:44L2bY93uD65CEHWbozpx4
Confidence (Sped Up),Ocean Alley,2024-01-06,0.59,0.562,11,-9.607,0,0.0505,0.0637,0.0,0.105,0.561,140.835,spotify:track:7to68V64Cu6zk0UDo5tyw3
Murder On The Dancefloor,Sophie Ellis-Bextor,2024-01-06,0.73,0.849,1,-5.281,0,0.0299,0.00234,2.57e-05,0.312,0.887,117.308,spotify:track:4tKGFmENO69tZR9ahgZu48
Dangerously In Love,Beyonce,2024-01-06,0.609,0.407,6,-8.026,1,0.0808,0.345,0.0,0.19,0.459,99.982,spotify:track:0KFuXEdOp5QfIfxHR6TJSm
Ick (Alt Ending),Lay Bankz,2024-01-06,0.895,0.766,2,-3.259,1,0.128,0.264,1.22e-06,0.148,0.518,137.984,spotify:track:7jhIMRxLmCPWE2AdCv7nLf
Back Up,DeJ Loaf Featuring Big Sean,2024-01-06,0.816,0.535,9,-8.302,1,0.338,0.147,4.53e-06,0.176,0.435,80.012,spotify:track:0sr5LOMv4x0jmTYfe6oOvP
Monaco,Bad Bunny,2024-01-06,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,spotify:track:4MjDJD8cW7iVeWInc2Bdyj
Gods creation,Daniel.mp3,2024-01-06,0.518,0.0148,8,-27.117,0,0.0589,0.969,0.922,0.119,0.105,135.056,spotify:track:5QOB9GCEKefsHUO2SdH3hw
I'm That Girl,Beyonce,2024-01-06,0.554,0.535,5,-8.959,0,0.186,0.0616,1.32e-05,0.124,0.136,105.865,spotify:track:1MpCaOeUWhox2Fgigbe1cL
Tumblr Girls,G-Eazy Featuring Christoph Andersson,2024-01-06,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,spotify:track:4Fv6wNYUixnYkj3Dgfrls8
What Love Is,Zimmer90,2024-01-06,0.72,0.686,7,-8.469,0,0.0387,0.47,0.596,0.184,0.709,120.01,spotify:track:6eF2psRQNVS3EbIZ1q5NV3
Where Is Smiley?,Serani Poji,2024-01-06,0.639,0.941,1,-3.735,0,0.0428,0.0885,0.00198,0.165,0.963,169.987,spotify:track:0XgoXio6L2d5tFhIq0K0ty
Bed Peace,Jhene Aiko Featuring Childish Gambino,2024-01-06,0.628,0.566,6,-7.811,1,0.0575,0.269,3.67e-05,0.135,0.299,119.859,spotify:track:5Ck3e6z1bcSCes5gdo0Ddt
Time,wayudance,2024-01-06,0.592,0.556,10,-11.332,0,0.119,0.00289,0.0451,0.292,0.192,111.989,spotify:track:1BPT9nYk0LKkqCYyySV7iE
Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,2024-01-06,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976,spotify:track:3hv6ndi7uFT9L9wrhQCsqY
Luces Tenues,Anuel AA,2024-01-06,0.762,0.819,7,-3.264,0,0.0483,0.494,0.0012,0.105,0.696,92.988,spotify:track:15GcuHNJMf7LqwpU3N4Puw
Deli,Ice Spice,2024-01-06,0.793,0.768,1,-6.244,1,0.144,0.118,3.65e-05,0.114,0.261,140.141,spotify:track:5JYPXqMwYc0zTODQdjMEZN
One Of The Girls,"The Weeknd, Jennie & Lily Rose Depp",2024-01-06,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW
Lollipop,"Darell, Ozuna & Maluma",2024-01-06,0.846,0.738,3,-4.537,0,0.0803,0.234,0.0,0.0987,0.949,102.978,spotify:track:1S2WWT5jW9J3MauQ7r7qN4
Jingle Bell Rock,Bobby Helms,2024-01-06,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,spotify:track:7vQbuQcyTflfCIOu3Uzzya
No Bars,JT,2024-01-06,0.906,0.652,7,-6.529,1,0.271,0.00953,0.0,0.344,0.262,95.03,spotify:track:36GEUBKW7fgKGv7vY4KpsB
All I Want For Christmas Is You,Mariah Carey,2023-12-30,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,spotify:track:0bYg9bo50gSsH3LtXe2SQn
Surround Sound,JID Featuring 21 Savage & Baby Tate,2023-12-30,0.574,0.567,7,-7.126,0,0.465,0.164,0.0,0.258,0.526,75.965,spotify:track:1udwFobQ1JoOdWPQrp2b6u
Let The Light In,Lana Del Rey Featuring Father John Misty,2023-12-30,0.335,0.44,9,-9.748,1,0.0275,0.385,0.00251,0.115,0.198,132.449,spotify:track:4qG7hWhljsqqENL5PaLA2z
Last Christmas,Wham!,2023-12-30,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,spotify:track:2FRnf9qhLbvw8fu4IBXx78
Everybody,Nicki Minaj Featuring Lil Uzi Vert,2023-12-30,0.737,0.774,11,-5.525,0,0.257,0.0262,0.0,0.238,0.428,137.959,spotify:track:5ZJGv7aGdIr9IGpxzSG18T
My Love Mine All Mine,Mitski,2023-12-30,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
FTCU,Nicki Minaj,2023-12-30,0.93,0.435,11,-6.694,1,0.202,0.0173,0.000287,0.117,0.227,144.978,spotify:track:1a73gcEg6h6Re6hHXoVltJ
Rockin' Around The Christmas Tree,Brenda Lee,2023-12-30,0.598,0.47,8,-8.744,1,0.0496,0.617,0.0,0.505,0.879,67.086,spotify:track:2EjXfH91m7f8HiJN1yQg97
Margaret,Lana Del Rey Featuring Bleachers,2023-12-30,0.34,0.245,9,-13.352,1,0.0319,0.969,0.0992,0.0633,0.192,103.777,spotify:track:1o82DwNisONAd2mu1RcGE6
Sleigh Ride  (PhatCap! Trap Remix),The Ronettes,2023-12-30,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ
Lovin On Me,Jack Harlow,2023-12-30,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,spotify:track:4xhsWYTOGcal8zt0J161CU
Lollipop,"Darell, Ozuna & Maluma",2023-12-30,0.846,0.738,3,-4.537,0,0.0803,0.234,0.0,0.0987,0.949,102.978,spotify:track:1S2WWT5jW9J3MauQ7r7qN4
Never Lose Me,Flo Milli,2023-12-30,0.781,0.569,1,-7.858,1,0.0978,0.0534,0.0,0.098,0.0739,121.971,spotify:track:2x2olWuWXpqjoeE4bO1NFS
Mr. Take Ya B*tch,Lil Mabu & chriseanrock,2023-12-30,0.614,0.574,11,-9.747,0,0.451,0.111,0.0,0.149,0.432,143.748,spotify:track:6591oPA9nKFawSWOcQcL8A
Hoist the Colours (Bass Singers Version),Bobby Bass,2023-12-30,0.287,0.298,1,-13.61,1,0.0326,0.62,1.87e-05,0.163,0.243,94.531,spotify:track:3uJ2QzZSpnNBvfhaI6CkQI
La Diabla,Xavi,2023-12-30,0.751,0.819,11,-4.372,0,0.0409,0.255,0.0,0.236,0.697,131.842,spotify:track:0R6NfOiLzLj4O5VbYSJAjf
Feliz Navidad,Jose Feliciano,2023-12-30,0.513,0.831,2,-9.004,1,0.0383,0.55,0.0,0.336,0.963,148.837,spotify:track:0oPdaY4dXtc3ZsaG17V972
Jingle Bell Rock,Bobby Helms,2023-12-30,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,spotify:track:7vQbuQcyTflfCIOu3Uzzya
Agora Hills,Doja Cat,2023-12-30,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,spotify:track:7dJYggqjKo71KI9sLzqCs8
Elf (The Theme From The Hit Movie),Geek Music,2023-12-30,0.118,0.251,6,-10.493,0,0.0312,0.879,8.31e-05,0.425,0.0935,93.744,spotify:track:0nSQ5g5IDDGD7lsjhL10qY
Runaway,Kanye West Featuring Pusha T,2023-12-30,0.591,0.847,1,-8.262,0,0.0541,0.0262,0.776,0.0597,0.233,174.022,spotify:track:0HdQ1ziXFCx0B1q7ZRa4PL
Ain't Gonna Answer,NLE Choppa Featuring Lil Wayne,2023-12-30,0.879,0.875,10,-1.868,0,0.18,0.0808,0.0,0.327,0.763,95.021,spotify:track:2NV0mpU5YbyJXydzYPgw5O
Back Up,DeJ Loaf Featuring Big Sean,2023-12-30,0.816,0.535,9,-8.302,1,0.338,0.147,4.53e-06,0.176,0.435,80.012,spotify:track:0sr5LOMv4x0jmTYfe6oOvP
When We Were Young,Adele,2023-12-30,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,spotify:track:7GgWAITsYJaRM3r50rfh5w
Greedy (Sped Up),Tate McRae,2023-12-30,0.736,0.68,8,-4.093,0,0.0368,0.234,0.0,0.103,0.71,122.101,spotify:track:6y6KaCid6AI0P5h8ozb0eZ
Snowman (Sped Up Version),Sia,2023-12-30,0.764,0.417,4,-9.16,1,0.0461,0.292,0.0,0.0832,0.575,126.004,spotify:track:3BwbSLW4YtIGkhCNFsHu52
Bed Peace,Jhene Aiko Featuring Childish Gambino,2023-12-30,0.628,0.566,6,-7.811,1,0.0575,0.269,3.67e-05,0.135,0.299,119.859,spotify:track:5Ck3e6z1bcSCes5gdo0Ddt
That's My Best Friend,Tokyo Vanity,2023-12-30,0.965,0.662,0,-7.054,1,0.125,0.0395,0.000652,0.294,0.713,116.007,spotify:track:56TmDxLFVk9FBLuEfqLIkR
Monaco,Bad Bunny,2023-12-30,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,spotify:track:4MjDJD8cW7iVeWInc2Bdyj
A New Home,Frozen Silence,2023-12-30,0.278,0.0914,2,-18.493,1,0.0415,0.898,0.929,0.104,0.204,58.932,spotify:track:27kTnEC8NN93J66oxgY0fs
Moments In Love,The Art Of Noise,2023-12-30,0.696,0.234,9,-14.991,1,0.112,0.28,0.0511,0.311,0.489,138.118,spotify:track:2bsczk82MWGPmTbe6IWYsa
Something That I Want,Grace Potter,2023-12-30,0.554,0.824,5,-5.886,1,0.0496,0.0128,0.000802,0.451,0.963,168.956,spotify:track:3eR3lWuvQqOzhTn91nbRCa
