title,artist,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
I'll Be Around,Cee-Lo Featuring Timbaland,2023-10-07,0.543,0.69,6,-5.733,1,0.232,0.297,0.000931,0.0663,0.894,92.847,spotify:track:2TIGwYiQYr1N5zTOQToDfK
Deli,Ice Spice,2023-10-07,0.793,0.768,1,-6.244,1,0.144,0.118,3.65e-05,0.114,0.261,140.141,spotify:track:5JYPXqMwYc0zTODQdjMEZN
Dear Theodosia,Leslie Odom Jr. & Lin-Manuel Miranda,2023-10-07,0.609,0.435,11,-7.861,0,0.285,0.522,0.0,0.118,0.552,131.995,spotify:track:4TTV7EcfroSLWzXRY6gLv6
Fukumean,Gunna,2023-10-07,0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,spotify:track:4rXLjWdF2ZZpXCVTfWcshS
Just A Girl,No Doubt,2023-10-07,0.638,0.906,2,-4.824,1,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,spotify:track:5lWRaa0fBxDE5yU91npPq7
September,"Earth, Wind & Fire",2023-10-07,0.664,0.888,11,-3.277,0,0.0902,0.0208,0.0,0.0623,0.617,153.089,spotify:track:0Tq7v8YAmwdnAYBwyR1pZ4
GMFU,Odetari & 6arelyhuman,2023-10-07,0.477,0.565,1,-8.3,1,0.0334,0.000195,0.0011,0.193,0.0399,151.928,spotify:track:0NaUT74rJ0NHS62fewzatU
Hey Daddy (Daddy's Home),Usher Featuring Plies,2023-10-07,0.575,0.396,8,-13.647,0,0.0232,0.00917,0.909,0.677,0.434,94.026,spotify:track:1TX6nArGLabDDabyBKccOJ
Where You Are,"Christopher Jackson, Rachel House, Nicole Scherzinger, Auli'i Cravalho & Louise Bush",2023-10-07,0.707,0.656,4,-9.279,1,0.173,0.743,0.0,0.172,0.748,118.037,spotify:track:2bwSCIuNtVrQPVddCi8sOW
Soak City,310babii,2023-10-07,0.869,0.718,9,-5.08,1,0.113,0.00784,0.0,0.331,0.347,101.891,spotify:track:779jpZikRmH99DiSVpwCHD
Lil Boo Thang,Paul Russell,2023-10-07,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3
Get Him Back!,Olivia Rodrigo,2023-10-07,0.553,0.847,5,-5.736,1,0.187,0.0143,0.0,0.561,0.733,162.024,spotify:track:2gyxAWHebV7xPYVxqoi86f
LaLa,Myke Towers,2023-10-07,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,spotify:track:7ABLbnD53cQK00mhcaOUVG
HG4,Rod Wave,2023-10-07,0.64,0.667,2,-7.646,1,0.0854,0.212,0.0,0.11,0.187,87.495,spotify:track:59ksHIFa69pi0az2bKdu6s
Snowfall (Sped Up),Oneheart & reidenshi,2023-10-07,0.61,0.659,10,-11.556,0,0.0994,0.174,0.85,0.298,0.189,128.028,spotify:track:70tmdhbUPcVxIxCIpChscl
Chakalitos,Angi Fire & Tilin Insano,2023-10-07,0.596,0.706,8,-3.988,1,0.417,0.0706,0.00165,0.0817,0.495,228.054,spotify:track:3RIeJIDeOEqFrqqyMYPpIF
Batallando de Este Lado,Raul Beltran & Primicia de Sinaloa,2023-10-07,0.878,0.726,3,-5.655,1,0.0337,0.761,0.000754,0.0966,0.946,132.977,spotify:track:6W1KrVu3XVkU6HiCV01gNe
I Remember Everything,Zach Bryan Featuring Kacey Musgraves,2023-10-07,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,spotify:track:4KULAymBBJcPRpk1yO4dOG
Fine Line,Harry Styles,2023-10-07,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,spotify:track:6VzcQuzTNTMFnJ6rBSaLH9
Jacob And The Stone,Emile Mosseri,2023-10-07,0.193,0.171,1,-18.494,1,0.0368,0.915,0.942,0.119,0.105,84.067,spotify:track:2nltARCkZyrzjQANViDpuX
Montagem - Pr Funk,S3BZS,2023-10-07,0.877,0.803,9,-3.195,1,0.0507,0.734,0.056,0.087,0.795,130.028,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf
Looking For The Hoes (Ain't My Fault),Sexyy Red,2023-10-07,0.738,0.608,8,-6.727,0,0.321,0.0267,0.0,0.359,0.485,75.511,spotify:track:4LadsagnXZM7SEOpHjHIHA
I Can Make It,CRi,2023-10-07,0.754,0.579,9,-7.497,1,0.0309,0.00689,0.595,0.0823,0.31,128.03,spotify:track:5ciL7TMQsSDLIkrGXuRYbY
Good Loyal Thots,Odetari,2023-10-07,0.585,0.86,6,-5.274,1,0.116,0.0566,0.000142,0.18,0.607,146.441,spotify:track:06tNJ27nVxbDwhiQMChWyr
Cardigan,Taylor Swift,2023-10-07,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,spotify:track:4R2kfaDFhslZEMJqAFNpdd
It's Getting Hot,NLE Choppa,2023-10-07,0.908,0.757,11,-3.889,0,0.0606,0.015,0.0,0.0673,0.577,106.031,spotify:track:7o9NyyroX5a9Hp0NKMnrYa
August,Taylor Swift,2023-10-07,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K
Wassup Gwayy,FamousSally & YB,2023-09-30,0.859,0.446,2,-8.711,1,0.324,0.0173,0.0,0.0826,0.377,153.091,spotify:track:0CtuA9sDnOAU3NM8bHIMyu
Paint The Town Red,Doja Cat,2023-09-30,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,spotify:track:2IGMVunIBsBLtEQyoI1Mu7
September,"Earth, Wind & Fire",2023-09-30,0.664,0.888,11,-3.277,0,0.0902,0.0208,0.0,0.0623,0.617,153.089,spotify:track:0Tq7v8YAmwdnAYBwyR1pZ4
I Love You Hoe,Odetari & 9lives,2023-09-30,0.477,0.565,1,-8.3,1,0.0334,0.000195,0.0011,0.193,0.0399,151.928,spotify:track:0NaUT74rJ0NHS62fewzatU
Darkest Before Dawn,BashfortheWorld,2023-09-30,0.906,0.733,11,-5.509,0,0.284,0.0377,0.0,0.0765,0.597,121.997,spotify:track:4RIdKsqdglJ5JqTG8kTvw7
What Was I Made For?,Billie Eilish,2023-09-30,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q
Segun Quien,Maluma & Carin Leon,2023-09-30,0.73,0.701,5,-5.885,0,0.106,0.132,0.0,0.151,0.785,175.95,spotify:track:6DUdDIRgLqCGq1DwkNWQTN
Flex Up,"Lil Yachty, Future & Playboi Carti",2023-09-30,0.887,0.597,6,-6.66,0,0.281,0.0704,0.0,0.178,0.477,129.976,spotify:track:1sxGIhaxY8eF52e1TlShSP
SkeeYee,Sexyy Red,2023-09-30,0.771,0.689,1,-5.022,1,0.0682,0.0251,0.0,0.645,0.65,82.503,spotify:track:7icwQvajsokotDfM3tefW6
Greedy (Sped Up),Tate McRae,2023-09-30,0.736,0.68,8,-4.093,0,0.0368,0.234,0.0,0.103,0.71,122.101,spotify:track:6y6KaCid6AI0P5h8ozb0eZ
Fine Line,Harry Styles,2023-09-30,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,spotify:track:6VzcQuzTNTMFnJ6rBSaLH9
I'll Be Around,Cee-Lo Featuring Timbaland,2023-09-30,0.543,0.69,6,-5.733,1,0.232,0.297,0.000931,0.0663,0.894,92.847,spotify:track:2TIGwYiQYr1N5zTOQToDfK
My Collection,Future,2023-09-30,0.697,0.459,8,-8.498,0,0.448,0.729,8.35e-06,0.0971,0.409,80.085,spotify:track:0526DaOuV7mRlPKxhMSJKw
Bando (Sped Up + Reverb),bbygirl,2023-09-30,0.604,0.666,7,-13.494,0,0.029,0.0296,7.35e-06,0.135,0.355,121.696,spotify:track:4mIxQgfLFyTIK9DPR28PCm
Hey Daddy (Daddy's Home),Usher Featuring Plies,2023-09-30,0.575,0.396,8,-13.647,0,0.0232,0.00917,0.909,0.677,0.434,94.026,spotify:track:1TX6nArGLabDDabyBKccOJ
I'm Blessed,Charlie Wilson Featuring T.I.,2023-09-30,0.638,0.738,8,-4.392,1,0.0472,0.425,0.0,0.222,0.698,160.09,spotify:track:68DX4i0P879CnofKV7EvXI
Deli,Ice Spice,2023-09-30,0.793,0.768,1,-6.244,1,0.144,0.118,3.65e-05,0.114,0.261,140.141,spotify:track:5JYPXqMwYc0zTODQdjMEZN
Cruel Summer,Taylor Swift,2023-09-30,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
Mama's Boy,Dominic Fike,2023-09-30,0.807,0.354,9,-7.554,1,0.0321,0.15,0.713,0.186,0.602,78.964,spotify:track:0b6xZk9f96N77BfmYWnQNC
Water,Tyla,2023-09-30,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,spotify:track:5aIVCx5tnk0ntmdiinnYvw
Epiphany (I'm Leaving),Chrisette Michele,2023-09-30,0.828,0.549,1,-5.506,1,0.06,0.0137,0.503,0.734,0.167,80.003,spotify:track:1QQIi0N6NqkSKtCPN8vYwr
Snowfall (Sped Up),Oneheart & reidenshi,2023-09-30,0.61,0.659,10,-11.556,0,0.0994,0.174,0.85,0.298,0.189,128.028,spotify:track:70tmdhbUPcVxIxCIpChscl
Strangers,Kenya Grace,2023-09-30,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,spotify:track:5mjYQaktjmjcMKcUIcqz4s
It's Getting Hot,NLE Choppa,2023-09-30,0.908,0.757,11,-3.889,0,0.0606,0.015,0.0,0.0673,0.577,106.031,spotify:track:7o9NyyroX5a9Hp0NKMnrYa
Fukumean,Gunna,2023-09-30,0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,spotify:track:4rXLjWdF2ZZpXCVTfWcshS
All-American Bitch,Olivia Rodrigo,2023-09-30,0.421,0.695,6,-4.346,1,0.0428,0.218,2.97e-06,0.155,0.45,156.344,spotify:track:34sOdxWu9FljH84UXdRwu1
Wop,J. Dash,2023-09-30,0.836,0.817,7,-5.672,1,0.0677,0.00968,0.0,0.114,0.647,112.007,spotify:track:3zbnvxvqV5lL4Vq0FznWsX
GMFU,Odetari & 6arelyhuman,2023-09-30,0.477,0.565,1,-8.3,1,0.0334,0.000195,0.0011,0.193,0.0399,151.928,spotify:track:0NaUT74rJ0NHS62fewzatU
Ick (Alt Ending),Lay Bankz,2023-09-30,0.895,0.766,2,-3.259,1,0.128,0.264,1.22e-06,0.148,0.518,137.984,spotify:track:7jhIMRxLmCPWE2AdCv7nLf
Delincuente,"Tokischa, Anuel & Nengo Flow",2023-09-30,0.798,0.71,2,-3.39,1,0.0973,0.0576,0.025,0.4,0.662,97.875,spotify:track:2ROQe6QkIXODJRx0y8UjzV
Chakalitos,Angi Fire & Tilin Insano,2023-09-30,0.596,0.706,8,-3.988,1,0.417,0.0706,0.00165,0.0817,0.495,228.054,spotify:track:3RIeJIDeOEqFrqqyMYPpIF
Just A Girl,No Doubt,2023-09-30,0.638,0.906,2,-4.824,1,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,spotify:track:5lWRaa0fBxDE5yU91npPq7
Peaches & Eggplants,Young Nudy Featuring 21 Savage,2023-09-30,0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,spotify:track:2KcQ0PbPj0O3P48B9YX7iN
My Love Mine All Mine,Mitski,2023-09-30,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Makeba,Jain,2023-09-30,0.825,0.662,2,-9.414,1,0.0686,0.426,0.417,0.285,0.417,116.049,spotify:track:4TNFLwe6DhtR3Wn1JKMqMJ
I Remember Everything,Zach Bryan Featuring Kacey Musgraves,2023-09-30,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,spotify:track:4KULAymBBJcPRpk1yO4dOG
The Spectre,Alan Walker,2023-09-30,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,spotify:track:2DGa7iaidT5s0qnINlwMjJ
Lil Boo Thang,Paul Russell,2023-09-30,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3
Get Him Back!,Olivia Rodrigo,2023-09-30,0.553,0.847,5,-5.736,1,0.187,0.0143,0.0,0.561,0.733,162.024,spotify:track:2gyxAWHebV7xPYVxqoi86f
Montagem - Pr Funk,S3BZS,2023-09-30,0.877,0.803,9,-3.195,1,0.0507,0.734,0.056,0.087,0.795,130.028,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf
Banana Shake (Sped Up),HUS,2023-09-30,0.701,0.956,6,-5.531,0,0.0586,0.0623,0.000155,0.0991,0.968,142.962,spotify:track:6qXGfKR1JHtH18PbT15k6F
Where You Are,"Christopher Jackson, Rachel House, Nicole Scherzinger, Auli'i Cravalho & Louise Bush",2023-09-30,0.707,0.656,4,-9.279,1,0.173,0.743,0.0,0.172,0.748,118.037,spotify:track:2bwSCIuNtVrQPVddCi8sOW
LaLa,Myke Towers,2023-09-30,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,spotify:track:7ABLbnD53cQK00mhcaOUVG
Wake Me Up Before You Go-Go,Wham!,2023-09-30,0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,spotify:track:0ikz6tENMONtK6qGkOrU3c
Jacob And The Stone,Emile Mosseri,2023-09-30,0.193,0.171,1,-18.494,1,0.0368,0.915,0.942,0.119,0.105,84.067,spotify:track:2nltARCkZyrzjQANViDpuX
Anything,Adrianne Lenker,2023-09-30,0.388,0.291,3,-12.952,1,0.0421,0.774,1.93e-05,0.0874,0.51,83.943,spotify:track:4PwWESSlTwzvw9B7bmtTLS
Batallando de Este Lado,Raul Beltran & Primicia de Sinaloa,2023-09-30,0.878,0.726,3,-5.655,1,0.0337,0.761,0.000754,0.0966,0.946,132.977,spotify:track:6W1KrVu3XVkU6HiCV01gNe
Looking For The Hoes (Ain't My Fault),Sexyy Red,2023-09-30,0.738,0.608,8,-6.727,0,0.321,0.0267,0.0,0.359,0.485,75.511,spotify:track:4LadsagnXZM7SEOpHjHIHA
Cupid (Twin Ver. – Sped Up Ver.),Fifty Fifty,2023-09-30,0.753,0.773,11,-5.603,0,0.0448,0.36,2.1e-06,0.271,0.804,144.093,spotify:track:7o7l1L5bNUtheuOnFvQquh
HG4,Rod Wave,2023-09-30,0.64,0.667,2,-7.646,1,0.0854,0.212,0.0,0.11,0.187,87.495,spotify:track:59ksHIFa69pi0az2bKdu6s
Wassup Gwayy,FamousSally & YB,2023-09-23,0.859,0.446,2,-8.711,1,0.324,0.0173,0.0,0.0826,0.377,153.091,spotify:track:0CtuA9sDnOAU3NM8bHIMyu
SkeeYee,Sexyy Red,2023-09-23,0.771,0.689,1,-5.022,1,0.0682,0.0251,0.0,0.645,0.65,82.503,spotify:track:7icwQvajsokotDfM3tefW6
Paint The Town Red,Doja Cat,2023-09-23,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,spotify:track:2IGMVunIBsBLtEQyoI1Mu7
Epiphany (I'm Leaving),Chrisette Michele,2023-09-23,0.828,0.549,1,-5.506,1,0.06,0.0137,0.503,0.734,0.167,80.003,spotify:track:1QQIi0N6NqkSKtCPN8vYwr
I Love You Hoe,Odetari & 9lives,2023-09-23,0.477,0.565,1,-8.3,1,0.0334,0.000195,0.0011,0.193,0.0399,151.928,spotify:track:0NaUT74rJ0NHS62fewzatU
I Remember Everything,Zach Bryan Featuring Kacey Musgraves,2023-09-23,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,spotify:track:4KULAymBBJcPRpk1yO4dOG
Deli,Ice Spice,2023-09-23,0.793,0.768,1,-6.244,1,0.144,0.118,3.65e-05,0.114,0.261,140.141,spotify:track:5JYPXqMwYc0zTODQdjMEZN
Wop,J. Dash,2023-09-23,0.836,0.817,7,-5.672,1,0.0677,0.00968,0.0,0.114,0.647,112.007,spotify:track:3zbnvxvqV5lL4Vq0FznWsX
I'll Be Around,Cee-Lo Featuring Timbaland,2023-09-23,0.543,0.69,6,-5.733,1,0.232,0.297,0.000931,0.0663,0.894,92.847,spotify:track:2TIGwYiQYr1N5zTOQToDfK
Hey Daddy (Daddy's Home),Usher Featuring Plies,2023-09-23,0.575,0.396,8,-13.647,0,0.0232,0.00917,0.909,0.677,0.434,94.026,spotify:track:1TX6nArGLabDDabyBKccOJ
Bongos,Cardi B & Megan Thee Stallion,2023-09-23,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,spotify:track:6KBYefIoo7KydImq1uUQlL
I'm Blessed,Charlie Wilson Featuring T.I.,2023-09-23,0.638,0.738,8,-4.392,1,0.0472,0.425,0.0,0.222,0.698,160.09,spotify:track:68DX4i0P879CnofKV7EvXI
It's Getting Hot,NLE Choppa,2023-09-23,0.908,0.757,11,-3.889,0,0.0606,0.015,0.0,0.0673,0.577,106.031,spotify:track:7o9NyyroX5a9Hp0NKMnrYa
Banana Shake (Sped Up),HUS,2023-09-23,0.701,0.956,6,-5.531,0,0.0586,0.0623,0.000155,0.0991,0.968,142.962,spotify:track:6qXGfKR1JHtH18PbT15k6F
August,Taylor Swift,2023-09-23,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K
Fine Line,Harry Styles,2023-09-23,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,spotify:track:6VzcQuzTNTMFnJ6rBSaLH9
What Was I Made For?,Billie Eilish,2023-09-23,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q
Let It Whip,Dazz Band,2023-09-23,0.82,0.838,9,-6.86,0,0.041,0.109,0.00228,0.0452,0.947,132.125,spotify:track:2UCgWpa2r4ytWueNItYbWE
Looking For The Hoes (Ain't My Fault),Sexyy Red,2023-09-23,0.738,0.608,8,-6.727,0,0.321,0.0267,0.0,0.359,0.485,75.511,spotify:track:4LadsagnXZM7SEOpHjHIHA
Jacob And The Stone,Emile Mosseri,2023-09-23,0.193,0.171,1,-18.494,1,0.0368,0.915,0.942,0.119,0.105,84.067,spotify:track:2nltARCkZyrzjQANViDpuX
Peaches & Eggplants,Young Nudy Featuring 21 Savage,2023-09-23,0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,spotify:track:2KcQ0PbPj0O3P48B9YX7iN
Gorgeous,"Tee Grizzley, City Girls & Skilla Baby",2023-09-23,0.814,0.648,2,-4.996,1,0.22,0.0507,0.0,0.102,0.328,93.941,spotify:track:7mEyNyiz1n32CX9lbgBpBq
Fukumean,Gunna,2023-09-23,0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,spotify:track:4rXLjWdF2ZZpXCVTfWcshS
Cruel Summer,Taylor Swift,2023-09-23,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
Flex Up,"Lil Yachty, Future & Playboi Carti",2023-09-23,0.887,0.597,6,-6.66,0,0.281,0.0704,0.0,0.178,0.477,129.976,spotify:track:1sxGIhaxY8eF52e1TlShSP
All-American Bitch,Olivia Rodrigo,2023-09-23,0.421,0.695,6,-4.346,1,0.0428,0.218,2.97e-06,0.155,0.45,156.344,spotify:track:34sOdxWu9FljH84UXdRwu1
Foolish,Ashanti,2023-09-23,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,spotify:track:6zMUIb4uce1CzpbjR3vMdN
Quarter Life Crisis,Taylor Bickett,2023-09-23,0.816,0.722,5,-4.015,1,0.0436,0.74,0.0,0.167,0.64,117.982,spotify:track:5qM8NWUsRQ1xztraiBgn0g
Darkest Before Dawn,BashfortheWorld,2023-09-23,0.906,0.733,11,-5.509,0,0.284,0.0377,0.0,0.0765,0.597,121.997,spotify:track:4RIdKsqdglJ5JqTG8kTvw7
Marvins Room,Drake,2023-09-23,0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519,spotify:track:047fCsbO4NdmwCBn8pcUXl
Bent,"Jenn Carter, Kyle Richh & TaTa",2023-09-23,0.848,0.632,2,-7.381,1,0.277,0.398,0.0,0.282,0.253,123.987,spotify:track:1haa8GXT0cl9wzRnpZG0YH
Anti-Hero,Taylor Swift,2023-09-23,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,spotify:track:0V3wPSX9ygBnCm8psDIegu
Need 2,Pinegrove,2023-09-23,0.552,0.634,1,-8.302,0,0.0261,0.00994,0.202,0.0798,0.213,76.557,spotify:track:3kQfBtkQqgN1fAMfhks8TU
Holy Roller,Zach Bryan Featuring Sierra Ferrell,2023-09-23,0.415,0.404,4,-9.331,1,0.0393,0.678,1.95e-05,0.28,0.425,81.202,spotify:track:3itgPtXSu4I9mr2QD6yrzP
Cardigan,Taylor Swift,2023-09-23,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,spotify:track:4R2kfaDFhslZEMJqAFNpdd
Shes Buff,Beatdemons & Ssj9k,2023-09-23,0.827,0.635,10,-6.459,0,0.37,0.0896,0.0,0.124,0.145,159.052,spotify:track:39q0IGV13RaqsoUmBwJ902
Tumblr Girls,G-Eazy Featuring Christoph Andersson,2023-09-23,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,spotify:track:4Fv6wNYUixnYkj3Dgfrls8
Ballad Of A Homeschooled Girl,Olivia Rodrigo,2023-09-23,0.351,0.884,1,-3.452,1,0.074,0.0623,0.0,0.335,0.408,120.166,spotify:track:5sp71CUt0jXRNqHblPGp7b
Coffee,Miguel,2023-09-23,0.556,0.618,10,-7.471,0,0.0463,0.00558,0.000351,0.153,0.121,80.985,spotify:track:28wmzW39UTv4iYCKKkhIQP
Wildest Dreams (Taylor's Version),Taylor Swift,2023-09-23,0.587,0.663,8,-7.439,1,0.0598,0.0348,9.95e-05,0.0971,0.539,139.993,spotify:track:1K39ty6o1sHwwlZwO6a7wK
Mirrorball,Taylor Swift,2023-09-23,0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,spotify:track:0ZNU020wNYvgW84iljPkPP
Just A Girl,No Doubt,2023-09-23,0.638,0.906,2,-4.824,1,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,spotify:track:5lWRaa0fBxDE5yU91npPq7
Bejeweled,Taylor Swift,2023-09-23,0.687,0.551,7,-9.202,1,0.0787,0.0593,0.000143,0.09,0.443,163.994,spotify:track:3qoftcUZaUOncvIYjFSPdE
My Collection,Future,2023-09-23,0.697,0.459,8,-8.498,0,0.448,0.729,8.35e-06,0.0971,0.409,80.085,spotify:track:0526DaOuV7mRlPKxhMSJKw
Beautiful,Bazzi Featuring Camila Cabello,2023-09-23,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,spotify:track:4VUwkH455At9kENOfzTqmF
Lil Boo Thang,Paul Russell,2023-09-23,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3
Face Down,"MCVERTT, Sexyy Red & Ferg",2023-09-23,0.666,0.676,1,-5.275,1,0.236,0.0898,0.0,0.186,0.573,155.022,spotify:track:69uzomsgzj5yG6CztWeC56
Maybe I Deserve,Tank,2023-09-23,0.804,0.362,6,-5.752,1,0.0282,0.0837,0.0,0.0644,0.384,94.019,spotify:track:2rR9wUciUfXFrmf0h6rwMI
Let The Light In,Lana Del Rey Featuring Father John Misty,2023-09-23,0.335,0.44,9,-9.748,1,0.0275,0.385,0.00251,0.115,0.198,132.449,spotify:track:4qG7hWhljsqqENL5PaLA2z
Tired,Kelly Price,2023-09-23,0.406,0.6,5,-8.237,0,0.0519,0.00207,1.99e-06,0.701,0.165,121.507,spotify:track:47aEiZO2LInOEmoxUcp5y1
SkeeYee,Sexyy Red,2023-09-16,0.771,0.689,1,-5.022,1,0.0682,0.0251,0.0,0.645,0.65,82.503,spotify:track:7icwQvajsokotDfM3tefW6
Paint The Town Red,Doja Cat,2023-09-16,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,spotify:track:2IGMVunIBsBLtEQyoI1Mu7
August,Taylor Swift,2023-09-16,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K
Go!,"Greg Cipes, Scott Menville, Khary Payton, Tara Strong & Hynden Walch",2023-09-16,0.864,0.918,2,-4.961,1,0.186,0.0392,0.0,0.325,0.704,104.973,spotify:track:4AORpy9kuI37FvgTF3BWrd
I Remember Everything,Zach Bryan Featuring Kacey Musgraves,2023-09-16,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,spotify:track:4KULAymBBJcPRpk1yO4dOG
Deli,Ice Spice,2023-09-16,0.793,0.768,1,-6.244,1,0.144,0.118,3.65e-05,0.114,0.261,140.141,spotify:track:5JYPXqMwYc0zTODQdjMEZN
I Love You Hoe,Odetari & 9lives,2023-09-16,0.477,0.565,1,-8.3,1,0.0334,0.000195,0.0011,0.193,0.0399,151.928,spotify:track:0NaUT74rJ0NHS62fewzatU
It's Getting Hot,NLE Choppa,2023-09-16,0.908,0.757,11,-3.889,0,0.0606,0.015,0.0,0.0673,0.577,106.031,spotify:track:7o9NyyroX5a9Hp0NKMnrYa
I'm Blessed,Charlie Wilson Featuring T.I.,2023-09-16,0.638,0.738,8,-4.392,1,0.0472,0.425,0.0,0.222,0.698,160.09,spotify:track:68DX4i0P879CnofKV7EvXI
Let It Whip,Dazz Band,2023-09-16,0.82,0.838,9,-6.86,0,0.041,0.109,0.00228,0.0452,0.947,132.125,spotify:track:2UCgWpa2r4ytWueNItYbWE
Cruel Summer,Taylor Swift,2023-09-16,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
Jupiter & Mars,ARDN,2023-09-16,0.458,0.814,7,-7.198,1,0.364,0.138,3.07e-06,0.129,0.303,82.774,spotify:track:7GSOsyYPXAS31vaEVyzzRh
Wildest Dreams (Taylor's Version),Taylor Swift,2023-09-16,0.587,0.663,8,-7.439,1,0.0598,0.0348,9.95e-05,0.0971,0.539,139.993,spotify:track:1K39ty6o1sHwwlZwO6a7wK
Oh U Went,Young Thug Featuring Drake,2023-09-16,0.808,0.789,7,-5.88,0,0.236,0.0517,0.0,0.0819,0.465,136.01,spotify:track:7qLr3HMApUbyDkUvgIvHnB
Holy Roller,Zach Bryan Featuring Sierra Ferrell,2023-09-16,0.415,0.404,4,-9.331,1,0.0393,0.678,1.95e-05,0.28,0.425,81.202,spotify:track:3itgPtXSu4I9mr2QD6yrzP
Peaches & Eggplants,Young Nudy Featuring 21 Savage,2023-09-16,0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,spotify:track:2KcQ0PbPj0O3P48B9YX7iN
